595.29443359;	2.15686274
595.29443359;	2.41176462
595.30255127;	2.21568632
595.30255127;	2.21568632
595.30676270;	2.62745094
595.30676270;	2.62745094
595.31481934;	2.35294127
595.31481934;	1.96078432
595.31481934;	1.98039210
595.31909180;	1.60784316
595.32714844;	1.94117641
595.32714844;	2.33333325
595.32714844;	2.35294127
595.33532715;	2.25490189
595.33532715;	2.43137264
595.33953857;	2.35294127
595.33953857;	2.00000000
595.34765625;	2.50980401
595.34765625;	2.66666675
595.35174561;	2.15686274
595.36004639;	2.29411769
595.36004639;	1.96078432
595.36004639;	1.96078432
595.36401367;	2.49019599
595.37249756;	2.39215684
595.37249756;	2.15686274
595.37249756;	2.21568632
595.38055420;	2.21568632
595.38055420;	1.86274505
595.38488770;	2.35294127
595.38488770;	2.90196085
595.39288330;	2.74509811
595.39288330;	2.70588231
595.39703369;	2.58823538
595.40502930;	2.23529410
595.40502930;	2.58823538
595.40502930;	2.76470590
595.40911865;	2.70588231
595.41729736;	2.41176462
595.41729736;	2.41176462
595.41729736;	2.07843137
595.42547607;	2.19607854
595.42547607;	2.68627453
595.42962646;	2.47058821
595.42962646;	2.21568632
595.43786621;	2.27450991
595.43786621;	2.27450991
595.44195557;	2.41176462
595.45013428;	2.72549009
595.45013428;	2.54901958
595.45013428;	2.39215684
595.45843506;	2.43137264
595.45843506;	2.31372547
595.46252441;	2.01960778
595.46252441;	2.50980401
595.47070313;	2.62745094
595.47070313;	2.35294127
595.47479248;	2.17647052
595.47479248;	2.21568632
595.48309326;	1.80392158
595.48309326;	2.00000000
595.48687744;	2.62745094
595.49517822;	2.43137264
595.49517822;	2.27450991
595.49517822;	2.33333325
595.50335693;	1.88235295
595.50335693;	2.11764717
595.50750732;	2.21568632
595.50750732;	2.17647052
595.51562500;	1.96078432
595.51562500;	1.90196073
595.51983643;	1.92156863
595.51983643;	1.76470590
595.52801514;	2.33333325
595.52801514;	2.60784316
595.53198242;	2.27450991
595.54022217;	2.37254906
595.54022217;	2.03921580
595.54022217;	2.13725495
595.54846191;	2.60784316
595.54846191;	2.47058821
595.55255127;	2.31372547
595.55255127;	2.17647052
595.56060791;	2.25490189
595.56060791;	1.84313726
595.56475830;	2.21568632
595.56475830;	2.80392146
595.57293701;	2.62745094
595.57293701;	2.27450991
