148.04565430;	2.84313726
148.04565430;	2.80392146
148.04981995;	3.01960778
148.04981995;	2.76470590
148.05798340;	2.68627453
148.05798340;	2.50980401
148.06610107;	2.23529410
148.06610107;	2.49019599
148.07029724;	2.39215684
148.07029724;	2.09803915
148.07843018;	1.90196073
148.07843018;	2.00000000
148.08255005;	2.19607854
148.08255005;	2.01960778
148.09082031;	2.09803915
148.09082031;	1.76470590
148.09550476;	1.80392158
148.09550476;	1.76470590
148.10310364;	1.82352936
148.10310364;	1.86274505
148.10310364;	2.00000000
148.11132813;	2.23529410
148.11132813;	2.15686274
148.11549377;	2.29411769
148.11549377;	2.43137264
148.12345886;	2.74509811
148.12345886;	2.90196085
148.12765503;	2.94117641
148.12765503;	2.84313726
148.13577271;	2.92156863
148.13577271;	2.66666675
148.13992310;	2.45098042
148.13992310;	2.58823538
148.14813232;	2.64705873
148.14813232;	2.60784316
148.14813232;	2.25490189
148.15623474;	2.37254906
148.15623474;	2.21568632
148.16043091;	2.05882359
148.16043091;	1.96078432
148.16847229;	1.98039210
148.16847229;	2.01960778
148.17263794;	1.74509799
148.17263794;	1.82352936
148.18092346;	2.21568632
148.18092346;	2.33333325
148.18504333;	2.52941179
148.18504333;	2.82352948
148.19325256;	2.82352948
148.19325256;	2.54901958
148.19325256;	2.39215684
148.20158386;	2.37254906
148.20158386;	2.21568632
148.20579529;	2.09803915
148.20579529;	2.09803915
148.21359253;	2.11764717
148.21359253;	2.01960778
148.21778870;	1.86274505
148.21778870;	1.82352936
148.22596741;	2.09803915
148.22596741;	2.29411769
148.23005676;	2.03921580
148.23820496;	1.94117641
148.23820496;	2.03921580
148.23820496;	2.39215684
148.24636841;	2.43137264
148.24636841;	2.58823538
148.25065613;	2.78431368
148.25065613;	2.76470590
148.25874329;	2.68627453
148.25874329;	2.80392146
148.26287842;	2.74509811
148.26287842;	2.54901958
148.27090454;	2.45098042
148.27090454;	2.64705873
148.27507019;	2.35294127
148.28329468;	2.70588231
148.28329468;	2.39215684
148.28329468;	2.66666675
148.29154968;	2.86274505
148.29154968;	2.68627453
148.29551697;	2.37254906
148.29551697;	2.35294127
148.30380249;	2.82352948
148.30380249;	2.64705873
148.30796814;	2.76470590
148.30796814;	2.72549009
148.31607056;	2.62745094
148.31607056;	2.29411769
148.32025146;	2.74509811
148.32850647;	2.70588231
148.32850647;	2.49019599
148.32850647;	2.72549009
148.33668518;	2.92156863
148.33668518;	2.60784316
148.34080505;	2.58823538
148.34080505;	2.80392146
148.34904480;	2.84313726
148.34904480;	2.76470590
148.35307312;	2.68627453
148.35307312;	2.52941179
148.36128235;	2.47058821
148.36128235;	2.43137264
148.36524963;	2.35294127
148.37344360;	2.01960778
148.37344360;	1.86274505
148.37344360;	1.84313726
148.38156128;	1.88235295
148.38156128;	2.11764717
148.38565063;	2.19607854
148.38565063;	2.29411769
148.39389038;	2.13725495
148.39389038;	2.03921580
148.39801025;	1.78431368
148.39801025;	2.21568632
148.40620422;	2.19607854
148.40620422;	2.11764717
148.41439819;	2.21568632
148.41439819;	2.13725495
148.41876221;	1.98039210
148.41876221;	2.27450991
148.42666626;	2.39215684
148.42666626;	2.49019599
148.43081665;	2.45098042
148.43081665;	2.29411769
148.43904114;	2.35294127
148.43904114;	2.31372547
148.44303894;	2.27450991
148.44303894;	2.41176462
148.45120239;	2.47058821
148.45120239;	2.19607854
148.45939636;	2.11764717
148.45939636;	2.21568632
148.46354675;	1.96078432
148.46354675;	2.07843137
148.47187805;	2.41176462
148.47187805;	2.27450991
148.47587585;	1.98039210
148.47587585;	2.07843137
148.48419189;	2.29411769
148.48419189;	2.03921580
148.48818970;	2.41176462
148.48818970;	2.21568632
148.49638367;	2.00000000
148.49638367;	2.23529410
148.50457764;	2.60784316
148.50457764;	2.47058821
148.50869751;	2.54901958
148.50869751;	2.54901958
148.51669312;	2.56862736
148.51669312;	2.27450991
148.52085876;	2.76470590
148.52085876;	2.90196085
148.52906799;	2.90196085
148.52906799;	3.00000000
148.53318787;	2.60784316
148.53318787;	2.23529410
148.54133606;	2.37254906
148.54133606;	2.23529410
148.54133606;	2.01960778
148.54953003;	2.29411769
148.54953003;	2.31372547
148.55383301;	2.15686274
148.55383301;	2.01960778
148.56208801;	2.19607854
148.56208801;	2.23529410
148.56594849;	2.23529410
148.56594849;	2.31372547
148.57431030;	2.15686274
148.57431030;	2.19607854
148.57832336;	2.17647052
148.57832336;	2.37254906
148.58648682;	2.21568632
148.58648682;	2.07843137
148.58648682;	2.00000000
148.59452820;	2.13725495
148.59452820;	1.94117641
148.59872437;	1.88235295
148.59872437;	2.11764717
148.60687256;	2.15686274
148.60687256;	2.70588231
148.61102295;	2.76470590
148.61102295;	2.35294127
148.61921692;	2.13725495
148.61921692;	2.35294127
148.62332153;	2.35294127
148.62332153;	2.23529410
148.63162231;	2.21568632
148.63162231;	2.37254906
148.63162231;	2.35294127
148.63967896;	2.19607854
148.63967896;	2.33333325
148.64416504;	2.19607854
148.64416504;	2.27450991
148.65199280;	2.15686274
148.65199280;	1.92156863
148.65609741;	1.70588231
148.65609741;	1.84313726
148.66426086;	1.80392158
148.66426086;	1.92156863
148.66835022;	2.09803915
148.66835022;	2.21568632
148.67651367;	2.33333325
148.67651367;	2.45098042
148.67651367;	2.47058821
148.68481445;	2.66666675
148.68481445;	2.80392146
148.68885803;	2.88235283
148.68885803;	2.70588231
148.69702148;	2.58823538
148.69702148;	2.66666675
148.70111084;	2.74509811
148.70111084;	2.74509811
148.70964050;	2.66666675
148.70964050;	2.45098042
148.71388245;	2.41176462
148.72180176;	2.21568632
148.72180176;	2.15686274
148.72180176;	2.52941179
148.72988892;	2.50980401
148.72988892;	2.25490189
148.73399353;	2.21568632
148.73399353;	2.21568632
148.74217224;	2.27450991
148.74217224;	2.52941179
148.74624634;	2.60784316
148.74624634;	2.76470590
148.75425720;	2.58823538
148.75425720;	2.84313726
148.75836182;	2.60784316
148.76734924;	2.52941179
148.76734924;	2.82352948
148.76734924;	2.68627453
148.77561951;	2.33333325
148.77561951;	2.13725495
148.77886963;	2.31372547
148.77886963;	2.21568632
148.78715515;	2.11764717
148.78715515;	1.98039210
148.79122925;	2.07843137
148.79122925;	2.09803915
148.79945374;	1.98039210
148.79945374;	2.23529410
148.80358887;	2.41176462
148.81181335;	2.60784316
148.81181335;	2.56862736
148.81181335;	2.21568632
148.82000732;	2.13725495
148.82000732;	2.37254906
148.82418823;	2.29411769
148.82418823;	2.00000000
148.83215332;	2.01960778
148.83215332;	2.07843137
148.83622742;	1.88235295
148.83622742;	1.66666663
148.84449768;	2.11764717
148.84449768;	2.23529410
148.85269165;	2.23529410
148.85269165;	2.47058821
148.85675049;	2.41176462
148.85675049;	2.49019599
148.86544800;	2.35294127
148.86544800;	2.60784316
148.86923218;	2.80392146
148.86923218;	2.58823538
148.87724304;	2.58823538
148.87724304;	2.54901958
148.88146973;	2.74509811
148.88146973;	2.94117641
148.88954163;	2.90196085
148.88954163;	2.86274505
148.89772034;	2.43137264
148.89772034;	2.62745094
148.90202332;	2.35294127
148.90202332;	2.33333325
148.91001892;	2.25490189
148.91001892;	2.07843137
148.91412354;	1.92156863
148.91412354;	1.90196073
148.92233276;	1.88235295
148.92233276;	1.94117641
148.92637634;	2.07843137
148.92637634;	2.19607854
148.93458557;	2.41176462
148.93458557;	2.31372547
148.94303894;	2.50980401
148.94303894;	2.64705873
148.94708252;	2.58823538
148.94708252;	2.54901958
148.95549011;	2.29411769
148.95549011;	2.54901958
148.95939636;	2.54901958
148.95939636;	2.56862736
148.96743774;	2.62745094
148.96743774;	3.03921580
148.97204590;	2.90196085
148.97204590;	2.47058821
148.97975159;	2.82352948
148.97975159;	2.94117641
148.97975159;	2.62745094
148.98786926;	2.66666675
148.98786926;	2.72549009
148.99197388;	2.47058821
148.99197388;	2.39215684
149.00010681;	2.03921580
149.00010681;	2.29411769
149.00422668;	2.29411769
149.00422668;	2.66666675
149.01243591;	2.82352948
149.01243591;	2.60784316
149.01654053;	2.52941179
149.01654053;	2.80392146
149.02487183;	2.68627453
149.02487183;	2.64705873
149.02487183;	2.72549009
149.03282166;	2.49019599
149.03282166;	2.41176462
149.03706360;	2.15686274
149.03706360;	2.11764717
149.04539490;	2.25490189
149.04539490;	2.19607854
149.04934692;	2.19607854
149.04934692;	2.31372547
149.05754089;	2.39215684
149.05754089;	2.25490189
149.06156921;	2.58823538
149.06156921;	2.39215684
149.06979370;	2.78431368
149.06979370;	2.62745094
149.06979370;	2.43137264
149.07800293;	2.50980401
149.07800293;	2.35294127
149.08212280;	2.39215684
149.08212280;	2.39215684
149.09027100;	2.56862736
149.09027100;	2.37254906
149.09434509;	2.39215684
149.09434509;	1.96078432
149.10255432;	2.29411769
149.10255432;	2.54901958
149.10668945;	2.39215684
149.10668945;	2.31372547
149.11543274;	2.47058821
149.11543274;	2.41176462
149.11543274;	2.43137264
149.12294006;	2.41176462
149.12294006;	2.33333325
149.12722778;	2.54901958
149.12722778;	2.64705873
149.13522339;	2.25490189
149.13522339;	2.17647052
149.13934326;	2.17647052
149.13934326;	2.41176462
149.14767456;	2.37254906
149.14767456;	2.39215684
149.15165710;	2.39215684
149.15989685;	1.98039210
149.15989685;	2.29411769
149.15989685;	2.37254906
149.16812134;	2.37254906
149.16812134;	2.68627453
149.17211914;	2.72549009
149.17211914;	2.90196085
149.18034363;	2.88235283
149.18034363;	3.13725495
149.18457031;	3.23529410
149.18457031;	2.96078420
149.19279480;	2.86274505
149.19279480;	2.76470590
149.19679260;	2.23529410
149.20506287;	2.07843137
149.20506287;	2.66666675
149.20506287;	2.54901958
149.21313477;	2.33333325
149.21313477;	2.78431368
149.21725464;	2.74509811
149.21725464;	2.82352948
149.22534180;	2.76470590
149.22534180;	2.80392146
149.22958374;	2.80392146
149.22958374;	2.56862736
149.23779297;	2.23529410
149.23779297;	1.82352936
149.24182129;	2.15686274
149.25004578;	2.11764717
149.25004578;	2.37254906
149.25004578;	2.50980401
149.25823975;	2.64705873
149.25823975;	2.88235283
149.26255798;	3.03921580
149.26255798;	2.80392146
149.27062988;	3.09803915
149.27062988;	2.70588231
149.27496338;	2.64705873
149.27496338;	2.23529410
149.28302002;	2.74509811
149.28302002;	2.41176462
149.28697205;	2.50980401
149.29513550;	2.33333325
149.29513550;	2.39215684
149.29513550;	2.17647052
149.30326843;	2.27450991
149.30326843;	2.23529410
149.30746460;	2.52941179
149.30746460;	2.31372547
149.31555176;	1.92156863
149.31555176;	1.64705884
149.31974792;	1.56862748
149.31974792;	1.50980389
149.32794189;	1.62745094
149.32794189;	1.41176474
149.33595276;	1.45098042
149.33595276;	1.82352936
149.34016418;	1.94117641
149.34016418;	2.25490189
149.34828186;	2.56862736
149.34828186;	2.92156863
149.35249329;	2.64705873
149.35249329;	2.49019599
149.36061096;	2.66666675
149.36061096;	2.76470590
149.36479187;	2.49019599
149.36479187;	2.82352948
149.37290955;	2.62745094
149.37290955;	2.80392146
149.38098145;	2.70588231
149.38098145;	2.70588231
149.38514709;	2.72549009
149.38514709;	2.39215684
149.39337158;	2.33333325
149.39337158;	2.17647052
149.39756775;	2.03921580
149.39756775;	2.13725495
149.40560913;	2.23529410
149.40560913;	2.29411769
149.40982056;	2.27450991
149.40982056;	1.92156863
149.41799927;	1.94117641
149.41799927;	1.82352936
149.42611694;	1.68627453
149.42611694;	2.33333325
149.43040466;	2.39215684
149.43040466;	2.15686274
149.43847656;	2.29411769
149.43847656;	2.70588231
149.44258118;	2.33333325
149.44258118;	2.52941179
149.45069885;	2.33333325
149.45069885;	2.11764717
149.45646667;	2.19607854
149.45646667;	2.21568632
149.46296692;	2.49019599
149.46296692;	2.39215684
149.46296692;	2.76470590
149.47128296;	3.13725495
149.47128296;	2.84313726
149.47790527;	2.62745094
149.47790527;	2.54901958
149.48345947;	2.11764717
149.48345947;	2.25490189
149.48760986;	2.54901958
149.48760986;	2.19607854
149.49580383;	2.09803915
149.49580383;	2.21568632
149.50038147;	2.27450991
149.50038147;	2.39215684
149.50816345;	2.03921580
149.50816345;	2.23529410
149.50816345;	2.23529410
149.51623535;	1.98039210
149.51623535;	1.76470590
149.52046204;	2.27450991
149.52046204;	1.96078432
149.52850342;	1.94117641
149.52850342;	1.60784316
149.53271484;	1.80392158
149.53271484;	1.70588231
149.54083252;	1.45098042
149.54083252;	1.88235295
149.54512024;	2.19607854
149.54512024;	2.43137264
149.55320740;	2.58823538
149.55320740;	2.35294127
149.55320740;	2.88235283
149.56144714;	3.07843137
149.56144714;	2.98039222
149.56544495;	3.15686274
149.56544495;	3.74509811
149.57373047;	3.47058821
149.57373047;	3.47058821
149.57778931;	3.21568632
149.57778931;	3.33333325
149.58590698;	3.31372547
149.58590698;	3.11764717
149.58996582;	3.13725495
149.58996582;	2.92156863
149.59840393;	2.66666675
149.59840393;	2.27450991
149.59840393;	2.11764717
149.60630798;	2.25490189
149.60630798;	1.98039210
